,res_code,area,res_name_raw,res_name_edited,sex,individual,group_2,group_3,group_4,year
674,103,MIR,Mirr3brTrp,"Triple,Mirrielees",f,261,,,,2017
675,350,MIR,MirSubFree,"Substance Free Housing,Mirrielees",f,400,400,,,2017
676,32,ROB,Any Roble,"Any,Roble",f,1968,1917,1917,1917,2017
677,411,ROB,Robl1rmSgl,"1 Room Single,Roble",f,1298,1281,1281,1243,2017
678,412,ROB,Robl1rmDbl,"1 Room Double,Roble",f,1874,1792,1521,1521,2017
679,413,ROB,RobleTrp,"Triple,Roble",f,1968,1917,1917,1917,2017
680,414,ROB,Robl2rmDbl,"2 Room Double,Roble",f,,,,,2017
681,978,ROW,Muwekma,"Any,Muwekma",f,922,724,578,,2017
682,978,ROW,"Muwekma (ethnic,N)","Any,Muwekma",f,3000,,,,2017
683,920,ROW,Any SelfOp,"Any,Self Op",f,1823,1811,1811,1807,2017
684,907,ROW,LwRwSelfOp,"Any,Lower Row Self Op",f,904,705,691,571,2017
685,922,ROW,Any 680Lomita,"Any,680 Lomita",f,691,386,266,266,2017
686,908,ROW,680Lom Prm,"Premium,680 Lomita",f,386,266,266,263,2017
687,909,ROW,680Lom Std,"Standard,680 Lomita",f,691,,,,2017
688,930,ROW,Any Xanadu,"Any,Xanadu",f,571,546,325,316,2017
689,998,ROW,Xanadu Prm,"Premium,Xanadu",f,,,,,2017
690,999,ROW,Xanadu Std,"Standard,Xanadu",f,571,546,325,316,2017
691,965,ROW,Any Italian,"Any,La Casa Italiana",f,144,144,79,18,2017
692,939,ROW,ItalianPrm,"Premium,La Casa Italiana",f,18,,,,2017
693,940,ROW,ItalianStd,"Standard,La Casa Italiana",f,144,144,79,,2017
694,986,ROW,Any BOB,"Any,BOB",f,499,450,450,373,2017
695,912,ROW,BOB Prm,"Premium,BOB",f,67,49,49,47,2017
696,913,ROW,BOB Std,"Standard,BOB",f,499,450,450,373,2017
697,990,ROW,Any Mars,"Any,Mars",f,904,560,560,557,2017
698,946,ROW,Mars Prm,"Premium,Mars",f,,,,,2017
699,947,ROW,Mars Std,"Standard,Mars",f,904,560,560,557,2017
700,993,ROW,Storey,"Any,Storey",f,705,411,411,397,2017
701,921,ROW,UpRwSelfOp,"Any,Upper Row Self Op",f,1823,1811,1811,1807,2017
702,901,ROW,Any Roth,"Any,Roth",f,1823,1811,1811,1807,2017
703,953,ROW,Roth Prm,"Premium,Roth",f,125,125,61,61,2017
704,954,ROW,Roth Std,"Standard,Roth",f,1823,1811,1811,1807,2017
705,964,ROW,Any HausMit,"Any,Haus Mitteleuropa",f,507,507,483,483,2017
706,937,ROW,HausMitPrm,"Premium,Haus Mitteleuropa",f,,,,,2017
707,938,ROW,HausMitStd,"Standard,Haus Mitteleuropa",f,507,507,483,483,2017
708,966,ROW,Any French,"Any,French House",f,474,247,226,226,2017
709,924,ROW,French Prm,"Premium,French House",f,,,,,2017
710,925,ROW,French Std,"Standard,French House",f,474,247,226,226,2017
711,968,ROW,Any PhiSig,"Any,Phi Sigma",f,798,798,720,485,2017
712,951,ROW,Phi Sg Prm,"Premium,Phi Sigma",f,221,,,,2017
713,952,ROW,Phi Sg Std,"Standard,Phi Sigma",f,798,798,720,485,2017
714,970,ROW,Any Durand,"Any,Durand",f,916,916,905,899,2017
715,916,ROW,Durand Prm,"Premium,Durand",f,,,,,2017
716,917,ROW,Durand Std,"Standard,Durand",f,916,916,905,899,2017
717,979,ROW,Any SlavDom,"Any,Slavianskii Dom",f,764,748,729,678,2017
718,956,ROW,SlavDomPrm,"Premium,Slavianskii Dom",f,103,16,,,2017
719,957,ROW,SlavDomStd,"Standard,Slavianskii Dom",f,764,748,729,678,2017
720,987,ROW,Any Grove,"Any,Grove",f,881,827,827,813,2017
721,926,ROW,Grov Prm,"Premium,Grove",f,,,,,2017
722,927,ROW,Grov Std,"Standard,Grove",f,881,827,827,813,2017
723,923,ROW,Any SelfOpLake,"Any,Self Op Lake",f,1302,762,747,533,2017
724,941,ROW,Jerry Prm,"Premium,Jerry",f,315,296,284,284,2017
725,960,ROW,Any Narnia,"Any,Narnia",f,1302,762,747,533,2017
726,948,ROW,Narnia Prm,"Premium,Narnia",f,533,533,533,454,2017
727,949,ROW,Narnia Std,"Standard,Narnia",f,1302,762,747,,2017
728,994,ROW,ZAP,"Any,ZAP",f,1308,1222,1222,955,2017
729,976,ROW,Kairos,"Any,Kairos",f,657,657,551,513,2017
730,977,ROW,Terra,"Any,Terra",f,2303,2303,2162,1994,2017
731,981,ROW,576Alvarado,"Any,576 Alvarado",f,728,622,388,,2017
732,983,ROW,Columbae,"Any,Columbae",f,612,597,558,558,2017
733,985,ROW,EBF,"Any,EBF",f,673,625,555,555,2017
734,996,ROW,Hammarsk,"Any,Hammarskjold",f,367,,,,2017
735,996,ROW,"Hammarsk (ethnic,I)","Any,Hammarskjold",f,1652,1388,286,180,2017
736,997,ROW,Synergy,"Any,Synergy",f,589,519,291,167,2017
737,426,STN,Zapata,"Any,Zapata",f,2935,2916,2909,2909,2017
738,426,STN,"Zapata (ethnic,C)","Any,Zapata",f,3000,3000,3000,3000,2017
739,33,TOY,Any Toyon,"Any,Toyon",f,1350,1350,1304,1254,2017
740,291,TOY,Toy1rmSgl,"1 Room Single,Toyon",f,,,,,2017
741,292,TOY,Toy1rmDbl,"1 Room Double,Toyon",f,1350,1239,1239,1239,2017
742,293,TOY,ToyonTrp,"Triple,Toyon",f,1181,1181,1181,,2017
743,294,TOY,Toy2rmDbl,"2 Room Double,Toyon",f,1304,1190,1188,1188,2017
744,295,TOY,ToyonQuad,"Quad,Toyon",f,1350,1254,1254,1254,2017
745,736,WIL,Okada,"Any,Okada",f,2499,2198,2163,2163,2017
746,736,WIL,"Okada (ethnic,A)","Any,Okada",f,2313,2188,2012,2012,2017
747,741,WIL,TrancosAny,"Any,Trancos",f,2935,2916,2909,2909,2017
748,743,WIL,Trancos1rmSgl,"1 Room Single,Trancos",f,,,,,2017
749,744,WIL,Trancos1rmDbl,"1 Room Double,Trancos",f,2935,2916,2909,2909,2017
